---,Actor,Location,Rotation,Scale,Meshes
Row_1889,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11260.000000,Y=-6455.000000,Z=20.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1890,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12615.000000,Y=-6860.000000,Z=10.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1891,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11260.000000,Y=-6915.000000,Z=20.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1892,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10050.000000,Y=3050.000000,Z=750.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1893,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=3450.000000,Z=750.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1894,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10050.000000,Y=3450.000000,Z=750.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1895,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=3450.000000,Z=750.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1896,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10539.489765,Y=-10568.674820,Z=1275.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1897,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2055.000000,Z=125.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1898,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10660.000000,Y=-6455.000000,Z=100.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWallDoorwaySquare.StoneWallDoorwaySquare'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1899,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2255.000000,Z=230.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1900,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10660.000000,Y=-6915.000000,Z=100.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWallDoorwaySquare.StoneWallDoorwaySquare'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1901,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-10570.000000,Z=350.000000)","(Pitch=0.000000,Yaw=269.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TowerFloor.TowerFloor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1902,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11200.000000,Y=4250.000000,Z=400.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TwoToneWall.TwoToneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Limewash""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Limewash""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Limewash""')))"
Row_1903,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2455.000000,Z=335.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1904,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2655.000000,Z=440.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1905,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10260.000000,Y=-6455.000000,Z=100.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1906,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10655.000000,Y=-6685.000000,Z=485.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1907,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2855.000000,Z=545.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1908,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11060.000000,Y=-6915.000000,Z=350.000000)","(Pitch=0.000000,Yaw=179.999999,Roll=0.000000)","(X=0.500000,Y=1.500000,Z=0.625000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneStairsBanister.StoneStairsBanister'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1909,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11060.000000,Y=-6455.000000,Z=350.000000)","(Pitch=0.000000,Yaw=179.999999,Roll=0.000000)","(X=0.500000,Y=1.500000,Z=0.625000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneStairsBanister.StoneStairsBanister'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1910,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=3055.000000,Z=650.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1911,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11050.000000,Y=-6680.000000,Z=380.000000)","(Pitch=0.000000,Yaw=179.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1912,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-7085.000000,Z=100.000000)","(Pitch=0.000000,Yaw=-0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1913,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10250.000000,Y=-4020.000000,Z=-300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1914,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10660.000000,Y=-6915.000000,Z=-340.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1915,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10960.000000,Y=-6915.000000,Z=-90.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=0.500000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1916,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10255.000000,Y=-6685.000000,Z=485.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1917,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10255.000000,Y=-7085.000000,Z=485.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1918,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10255.000000,Y=-7485.000000,Z=485.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1919,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10255.000000,Y=-7875.000000,Z=485.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1920,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10255.000000,Y=-8275.000000,Z=485.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1921,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8690.000000,Y=-4870.000000,Z=180.000000)","(Pitch=-45.000000,Yaw=-34.999999,Roll=270.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenFenceBroken.WoodenFenceBroken'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1922,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10255.000000,Y=-9065.000000,Z=655.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1923,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10895.000000,Y=1850.000000,Z=710.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.750000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenStairs.WoodenStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksDark""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_1924,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9850.000000,Y=-4020.000000,Z=-300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1925,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-7485.000000,Z=100.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1926,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-7885.000000,Z=100.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1927,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-8285.000000,Z=100.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1928,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-6230.000000,Y=-15830.000000,Z=-20.000000)","(Pitch=4.328750,Yaw=30.094679,Roll=2.504769)","(X=0.500000,Y=0.500000,Z=0.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/DreamscapeSeries/DreamscapeMeadows/Meshes/Foliage/SM_Mushroom_02.SM_Mushroom_02'',Materials=(MaterialInstanceConstant'""/Game/DreamscapeSeries/DreamscapeMeadows/Materials/Foliage/MI_Mushrooms""')))"
Row_1929,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-9085.000000,Z=250.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1930,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-9435.000000,Z=250.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.750000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1931,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10655.000000,Y=-6675.000000,Z=95.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.375000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_1932,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10430.000000,Y=-6675.000000,Z=50.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1933,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10890.000000,Y=-6675.000000,Z=50.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=0.875000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1934,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10060.000000,Y=-7445.000000,Z=100.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1935,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9450.000000,Y=-4020.000000,Z=-300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1936,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10060.000000,Y=-7845.000000,Z=100.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1937,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10060.000000,Y=-8245.000000,Z=100.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1938,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=3055.000000,Z=650.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/CarpetStairs.CarpetStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/Carpet/MI_CarpetStraightBlue""')))"
Row_1939,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10060.000000,Y=-9085.000000,Z=250.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1940,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10060.000000,Y=-9435.000000,Z=250.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.750000,Z=1.100000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1941,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2855.000000,Z=545.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/CarpetStairs.CarpetStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/Carpet/MI_CarpetStraightBlue""')))"
Row_1942,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2655.000000,Z=440.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/CarpetStairs.CarpetStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/Carpet/MI_CarpetStraightBlue""')))"
Row_1943,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10850.000000,Y=2455.000000,Z=335.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/CarpetStairs.CarpetStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/Carpet/MI_CarpetStraightBlue""')))"
Row_1944,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10620.000000,Y=-7130.000000,Z=10.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneStairs.StoneStairs'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneHotspot""')))"
Row_1945,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10450.000000,Y=-6915.000018,Z=480.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=0.750000,Y=0.750000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/CrenelatedWallCorner.CrenelatedWallCorner'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_1946,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11660.000000,Y=-6455.000000,Z=20.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/StoneWall.StoneWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
